address,url,description,rooms,winterized,price,surface,year,original_price,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Rintamäentie 171, Harrajärvi, Virrat",https://www.etuovi.com/kohde/20400678,"Tupa, sauna, varasto / talousrakennus, huussi",,NO,55000.0,11.5,2004,55000.0,62.3920909,23.7281025,295 km,3 hours 17 mins,2024-07-08,2024-08-05
"Kettulahdentie 37, Mänttä-Vilppula",https://www.etuovi.com/kohde/80351947,1h + k + parvi,1,NO,208000.0,47.0,1983,208000.0,62.0377865,24.6967399,257 km,2 hours 44 mins,2024-07-08,2024-08-05
"Haritunmaa 175, Tenhola, Hattula",https://www.etuovi.com/kohde/80358380,"5h, k, s, psh / wc, wc",5,NO,458000.0,102.8,1992,480000.0,61.09402299999999,24.265844,112 km,1 hour 19 mins,2024-07-08,2024-08-05
"Rumpalintie 361, Halli, Jämsä",https://www.etuovi.com/kohde/578648,tupak + 2mh + eteisaula,3,NO,84000.0,53.0,,93000.0,61.8763213,24.9067298,255 km,2 hours 39 mins,2024-07-08,2024-08-05
"Papuvaarantie 36, Suininki, Kuusamo",https://www.etuovi.com/kohde/577518,"2h, kk, parvi",2,NO,139000.0,82.5,1985,139000.0,66.0440193,29.7306495,835 km,9 hours 21 mins,2024-07-08,2024-08-05
"Honkasaari, Lammi",https://www.etuovi.com/kohde/80361020,3-4 H + K + S,3,NO,698000.0,62.8,2014,698000.0,61.24766925,24.838849744985023,142 km,1 hour 43 mins,2024-07-08,2024-08-05
"Rönköntie, Tyrväntö, Hattula",https://www.etuovi.com/kohde/20464987,"Tupa, kk, sauna",1,NO,49000.0,20.0,,49000.0,61.1337858,24.3078984,114 km,1 hour 18 mins,2024-07-08,2024-08-05
"Värtsaarentie 54, Tetriniemi, Ruokolahti",https://www.etuovi.com/kohde/20742905,Tupa + keittiö + sauna,,NO,92000.0,24.0,1968,92000.0,61.36207219999999,28.6352253,294 km,3 hours 18 mins,2024-07-08,2024-08-05
"Jäniäntie 8, Sappee, Hämeenlinna",https://www.etuovi.com/kohde/20040712,Tupakeittiö + makuualkovi + pukuhuone + sauna + terassi,1,NO,119500.0,38.0,1972,119500.0,61.2629836,24.7183371,139 km,1 hour 40 mins,2024-07-08,2024-08-05
"Rouvintie 64, Jaala, Kouvola",https://www.etuovi.com/kohde/20419583,3mh + oh / k + psh + s + wc + parveke,4,YES,210000.0,100.0,2002,225000.0,61.09101269999999,26.5262369,161 km,1 hour 54 mins,2024-07-08,2024-08-05
"Tähilammintie 41, Renko, Hämeenlinna",https://www.etuovi.com/kohde/577266,"2h, k, alkovi, psh, s, wc, kuisti",2,NO,105000.0,62.0,,105000.0,60.8799506,24.0421915,121 km,1 hour 28 mins,2024-07-08,2024-08-05
"Kemintie 163 C, Korpilahti, Jyväskylä",https://www.etuovi.com/kohde/21566955,1mh + kk + oh + parvi + pukuhuone + s,1,YES,198000.0,51.9,,218000.0,62.052493,25.7034925,250 km,2 hours 53 mins,2024-07-08,2024-08-05
"Mökkitie 50, Lehtimäki (Kätkänjärvi), Alajärvi",https://www.etuovi.com/kohde/21552498,"tupak, alkovi, pukuh, s, kuisti + varastorakennus + puuvaja",,NO,68000.0,36.0,1972,68000.0,62.8596392,23.8299209,351 km,4 hours 2 mins,2024-07-08,2024-08-05
"Huttusenniementie 310, Huttusenniemi, Savitaipale",https://www.etuovi.com/kohde/v87749,tupak,,NO,155000.0,30.0,2023,155000.0,61.28578419999999,27.5876102,243 km,2 hours 47 mins,2024-07-08,2024-08-05
"Mäntyniementie 60, Lehtimäki(Kätkänjärvi), Alajärvi",https://www.etuovi.com/kohde/21144841,"tupakeittiö, mh, parvi",2,NO,59000.0,42.0,1976,68000.0,62.8596392,23.8299209,351 km,4 hours 2 mins,2024-07-08,2024-08-05
"Harjantie 1800, Kairila, Pori",https://www.etuovi.com/kohde/21404613,"1h, k, kph / wc, parvi, p",1,YES,89000.0,48.0,2014,89000.0,61.65312290000001,22.3111525,258 km,2 hours 54 mins,2024-07-08,2024-08-05
"Ignatansaari 9, Villala, Kitee",https://www.etuovi.com/kohde/1369565,"3mh, tupa, sauna",4,NO,69000.0,59.0,1987,69000.0,62.0079126,29.6334111,378 km,4 hours 17 mins,2024-07-08,2024-08-05
"Vuorimäentie 158, Peränne / Vähä-Haapajärvi, Ähtäri",https://www.etuovi.com/kohde/21742733,2h + k + psh,2,YES,149000.0,50.0,1952,149000.0,62.4924374,23.956852,312 km,3 hours 27 mins,2024-07-08,2024-08-05
"Mertarannantie 46, Porttila, Keitele",https://www.etuovi.com/kohde/21319795,"3h, k",3,NO,39500.0,63.0,1978,39500.0,63.34251279999999,26.231851,423 km,4 hours 45 mins,2024-07-08,2024-08-05
"Rakkolantie 85, Sarkalahti, LUUMÄKI",https://www.etuovi.com/kohde/w36244,"Tupakeittiö, mh, biowc, s, ph",,NO,105000.0,51.0,1967,105000.0,61.03977619999999,27.3529993,183 km,2 hours 15 mins,2024-07-08,2024-08-05
"Vartijantie 273, Pajulahti, Ruovesi",https://www.etuovi.com/kohde/80359715,2mh + tupa + kk + parvi + terasssi + rantasauna ja tupa + laavu,3,NO,199500.0,48.0,1987,199500.0,62.10889819999999,24.0452607,260 km,2 hours 56 mins,2024-07-08,2024-08-05
"Leppäsentie 243, Lehtimäki, Alajärvi",https://www.etuovi.com/kohde/21697558,"tupa, mh, parvi, wc, sauna, terassi 84m2 + rantasauna 12m2 + nukkuma-aitta 10m2 + venevalkama 16m2",,NO,219000.0,84.0,2005,219000.0,62.8374776,23.9737491,354 km,4 hours 2 mins,2024-07-08,2024-08-05
"Rautakoskentie 421, Loppi, Loppi",https://www.etuovi.com/kohde/20588724,"päärakennus, rantasauna, vierasmökki x 2, juhlatila, toimistotalo, väentupa",6,YES,3400000.0,604.0,1800,3400000.0,60.622532,24.2908307,68.1 km,57 mins,2024-07-08,2024-08-05
"Vihanninmäentie 134, Paajala, Saarijärvi",https://www.etuovi.com/kohde/21416782,"Tupa, mh, kk, iso parvi, parveke",2,YES,118000.0,45.7,2009,118000.0,62.72681089999999,24.7934428,350 km,3 hours 59 mins,2024-07-08,2024-08-05
"Vuoriniementie, Suuri-Riehkiö, Taipalsaari",https://www.etuovi.com/kohde/20809623,"Tupa, mh, parvi, saunaos.",,NO,195000.0,,2008,195000.0,61.1851286,28.223808,241 km,2 hours 44 mins,2024-07-08,2024-08-05
"Kenapää 26, Kuhmalahti, Kangasala",https://www.etuovi.com/kohde/20801592,"2h, k, wc",,NO,138000.0,30.0,1960,190000.0,61.5204348,24.5842943,173 km,2 hours 8 mins,2024-07-08,2024-08-05
"Vaahterapolku 40, Alvettula, Hämeenlinna",https://www.etuovi.com/kohde/21432692,"oh, avokeittiö, 2 mh, parvi, 2 wc:tä, psh, sauna",4,YES,648000.0,96.5,2009,648000.0,61.1674896,24.4605665,122 km,1 hour 21 mins,2024-07-08,2024-08-05
"Kalliotie 7 B, Melonsaari, Keuruu",https://www.etuovi.com/kohde/21055004,3mh + oh + k + khh / et + wc + ph + s + vh + parveke + autokato,4,YES,79000.0,120.0,1986,79000.0,62.2603791,24.6875242,286 km,3 hours 5 mins,2024-07-08,2024-08-05
"Pakkaanraitti 58, PURUVESI - SAIMAA - KERIMÄKI, Savonlinna",https://www.etuovi.com/kohde/21374306,2 Hehtaarin tontti rakennuksineen Puruveden rannalla,,NO,125000.0,42.0,1979,125000.0,61.8982982,29.2831989,350 km,3 hours 55 mins,2024-07-08,2024-08-05
"Kalliotie 7A, Melonsaari, Keuruu",https://www.etuovi.com/kohde/20993132,4h + k + wc,4,NO,60000.0,147.0,1949,60000.0,62.2603791,24.6875242,286 km,3 hours 5 mins,2024-07-08,2024-08-05
"Vallioniementie 2C, Alakitka, Kuusamo",https://www.etuovi.com/kohde/20099617,"tupa, mh, keittiö, pesuh, wc, sauna, parvi",2,YES,139000.0,53.5,2005,139000.0,66.303456,28.9130478,846 km,9 hours 20 mins,2024-07-08,2024-08-05
"Hovslagars Trullörgrundet 77, Lepplax Pedersören, kunta",https://www.etuovi.com/kohde/21937574,4 h + k,4,NO,69000.0,65.0,1976,69000.0,63.7147275,22.8409736,478 km,5 hours 21 mins,2024-07-08,2024-08-05
"Omenapolku 10, Radansuu, Iitti",https://www.etuovi.com/kohde/20882600,"Tupakeittiö, makuualkovi, kph, sauna, terassi",2,YES,65000.0,35.0,1999,65000.0,60.9320666,26.3787463,140 km,1 hour 34 mins,2024-07-08,2024-08-05
"Keltaniementie 404 C, Pietilä, Asikkala",https://www.etuovi.com/kohde/578060,"3h, k, wc",3,NO,295000.0,71.5,2016,295000.0,61.21480959999999,25.8200815,136 km,1 hour 37 mins,2024-07-08,2024-08-05
"Hämeenlahdentie 75B, Voinsalmi, Rantasalmi",https://www.etuovi.com/kohde/21400311,"Tupak, parvi, sauna, kuistit",,NO,77000.0,22.5,2002,77000.0,62.16634699999999,28.1731468,320 km,3 hours 27 mins,2024-07-08,2024-08-05
"Kuoliontie 94b, Kynsilä, Posio",https://www.etuovi.com/kohde/80359856,Tupa + k + parvi,2,NO,96000.0,47.2,1993,96000.0,65.8911581,28.3085686,799 km,9 hours 2 mins,2024-07-08,2024-08-05
"Kilkintie (Häyrysensaari) 792c, Hirvensalmi, Kilkinkylä, Hirvensalmi",https://www.etuovi.com/kohde/32549391,"Tupa, makuualkovi, katettu kuisti",,NO,88500.0,,2014,88500.0,61.5802304,26.82444,200 km,2 hours 3 mins,2024-07-08,2024-08-05
"Raiskiontie 1, Riitiala, Ikaalinen",https://www.etuovi.com/kohde/54499620,"Tupa, keittotila, makuualkovi, sauna, pukuhuone, terassi",,NO,125000.0,37.0,1977,125000.0,61.8520464,22.9350351,240 km,2 hours 30 mins,2024-07-08,2024-08-05
"Heteperäntie 85, Manamansalo, Vaala",https://www.etuovi.com/kohde/21422238,Lomarakennus + sauna + varasto + puuliiteri,,YES,169000.0,62.0,2008,169000.0,64.370029,27.1553714,602 km,7 hours 3 mins,2024-07-08,2024-08-05
"Virkalahdentie 78 B, Pohjoislahti, Keuruu",https://www.etuovi.com/kohde/576493,2h + kk + parvi,2,NO,125000.0,36.0,2008,125000.0,62.19996479999999,24.8041106,277 km,2 hours 57 mins,2024-07-08,2024-08-05
"Liinalionpolku 26, Pettilä, Savitaipale",https://www.etuovi.com/kohde/576925,"2mh, tupa, k, kph, wc + autokatos, varasto ja rantasauna",3,NO,248000.0,68.0,2006,268000.0,61.3074457,27.7571288,231 km,2 hours 55 mins,2024-07-08,2024-08-05
"Vaskikuja 7, Lieksa, Lieksa",https://www.etuovi.com/kohde/20178612,"1 h, keitto- ja ruokailutila",,NO,52000.0,24.0,1963,52000.0,63.2606437,30.0655219,517 km,5 hours 45 mins,2024-07-08,2024-08-05
"Kesäpirtintie 45, Riistavesi, Kuopio",https://www.etuovi.com/kohde/1370730,"tupakeittiö, sauna, eteistila, kuisti",1,NO,42000.0,20.0,1969,42000.0,62.8365349,28.1500636,397 km,4 hours 29 mins,2024-07-08,2024-08-05
"Ahvenaistentie 171, Arrakoski, Padasjoki",https://www.etuovi.com/kohde/20277546,"1h, parvi",,YES,120000.0,20.0,,120000.0,61.3731018,25.1799799,160 km,1 hour 50 mins,2024-07-08,2024-08-05
"Ryönönmäentie 99, Kaiturinpää, Ruokolahti",https://www.etuovi.com/kohde/21458115,"1 h + kk + alkovi + parvi, terassi",1,NO,59000.0,25.0,2002,59000.0,61.3533259,29.0609002,283 km,3 hours 11 mins,2024-07-08,2024-08-05
"Ruuhilammentie 1295b, Jäppilä, Pieksämäki",https://www.etuovi.com/kohde/20620035,"3mh, oh, k, khh, kph, s, 2wc",5,YES,213000.0,114.0,2006,213000.0,62.48150630000001,27.437784756088856,331 km,3 hours 43 mins,2024-07-08,2024-08-05
"Vellinnokantie 50, Pihlajalahti, Ruovesi",https://www.etuovi.com/kohde/20236505,"4h, k, ruok., wc, rantasauna, varasto, grillikatos",4,YES,399000.0,70.0,2008,399000.0,61.93815939999999,23.9432244,244 km,2 hours 37 mins,2024-07-08,2024-08-05
"Talviaislahdentie 40, Kivijärvi",https://www.etuovi.com/kohde/67919985,2h + s,,NO,39000.0,27.0,,39000.0,63.1964758,25.2546297,393 km,4 hours 30 mins,2024-07-08,2024-08-05
"Poukamatie 12, Päijätsalo, Sysmä",https://www.etuovi.com/kohde/20624923,"tupakeittiö, 1mh, kph / wc, s, parvi",2,YES,145000.0,57.0,2005,145000.0,61.473656,25.5817211,189 km,2 hours 4 mins,2024-07-08,2024-08-05
"Purtmäentie 74, Virmaila, Padasjoki",https://www.etuovi.com/kohde/21222476,2h + k + saunarakennus,,YES,39000.0,70.0,,44000.0,61.4311877,25.4065183,175 km,2 hours 8 mins,2024-07-08,2024-08-05
"Heposaari, Sotkamo , Jataniemi, Sotkamo",https://www.etuovi.com/kohde/w34896,tupakeittiö ja makuuhuone,,NO,200000.0,28.0,1980,200000.0,64.1665347,28.3880252,594 km,6 hours 33 mins,2024-07-08,2024-08-05
"Alatie, Haapamäki, Keuruu",https://www.etuovi.com/kohde/w34876,1h + tupak + ma + lasp + s,1,NO,89000.0,25.0,2006,89000.0,62.2641038,24.3513143,288 km,3 hours 8 mins,2024-07-08,2024-08-05
"Ronkon rantatie 67b, Ylä-Kintaus, Petäjävesi",https://www.etuovi.com/kohde/w34869,"Tupakeittiö, phk / alkovi, sauna",2,NO,69000.0,30.0,1973,69000.0,62.322357,25.415841,289 km,3 hours 16 mins,2024-07-08,2024-08-05
"Suinulantie 88B, Päijälä, Kuhmoinen",https://www.etuovi.com/kohde/1370265,"tupa, k, mh, parvi, tk",3,NO,167000.0,71.0,1993,167000.0,61.5876616,24.9204802,195 km,2 hours 19 mins,2024-07-08,2024-08-05
"Teerikaarre 88C, Niinilahti, Viitasaari",https://www.etuovi.com/kohde/21026071,"Tupa, k, mh, ph, s",,YES,189000.0,67.3,2003,189000.0,62.90753299999999,25.859926,343 km,3 hours 50 mins,2024-07-08,2024-08-05
"Hirvirannantie 205, Vehniä, Laukaa",https://www.etuovi.com/kohde/577080,Olohuone + ruokailutila + keittiö + makuuhuone,2,NO,149000.0,25.0,1998,149000.0,62.4423968,25.621112,293 km,3 hours 12 mins,2024-07-08,2024-08-05
"Lintuhaara 91, Saarijärvi",https://www.etuovi.com/kohde/577023,"tupa, kk, rantasauna",1,NO,87000.0,15.0,1958,87000.0,62.7239727,25.1400286,336 km,3 hours 44 mins,2024-07-08,2024-08-05
"Hartikanhiekantie 74 B, Mietinsaari, Ruokolahti",https://www.etuovi.com/kohde/80360522,3mh + olohuone + keittiö + khh + s-osasto + wc,4,NO,565000.0,180.0,2013,565000.0,61.211385,28.5876996,295 km,3 hours 46 mins,2024-07-08,2024-08-05
"Varvintie, Joutsa",https://www.etuovi.com/kohde/80359456,"1h, parvi, tynnyrisauna, grillikatos, paviljonki",,NO,175000.0,20.0,2021,185000.0,61.999958,25.9615835,228 km,2 hours 28 mins,2024-07-08,2024-08-05
"Naavarannantie 18, Joutsa, Joutsa",https://www.etuovi.com/kohde/577115,"mh, oh, ruokailutila, kk, parvi",2,NO,129000.0,33.5,1984,129000.0,61.6511827,26.1590949,206 km,2 hours 18 mins,2024-07-08,2024-08-05
"Leppärannantie 64, Saarijärvi",https://www.etuovi.com/kohde/576765,"tupa, kk, 2mh, ph / wc, et, pkh, s",3,NO,168000.0,63.0,1981,179000.0,62.544777,25.4324675,305 km,3 hours 21 mins,2024-07-08,2024-08-05
"Paristankärki 97, Hauho, Hämeenlinna",https://www.etuovi.com/kohde/575835,"2 mh, tupakeittiö, wc",2,NO,125000.0,47.0,1994,125000.0,61.2121873,24.4580877,124 km,1 hour 21 mins,2024-08-05,2024-08-05
"Metsä-Lehtolantie 53, Lapjärvi, Miehikkälä",https://www.etuovi.com/kohde/9718707,"Vapaa-ajan kohde, 3 kpl rakentamattomia tontteja ja määräala yhteensä noin 22.545 m2",,NO,320000.0,79.0,1969,320000.0,60.738947,27.448167,172 km,1 hour 53 mins,2024-07-08,2024-08-05
"Jokelan Turasalo, Kirkonkylä, Taipalsaari",https://www.etuovi.com/kohde/21575004,Tupa + kk + mh,,NO,67000.0,25.0,1969,67000.0,61.11683979999999,28.0767646,229 km,2 hours 38 mins,2024-07-08,2024-08-05
"Niskavaarantie 25 A, Poussu, Kuusamo",https://www.etuovi.com/kohde/577244,"Tupa, keittokomero, makuualkovi ja parvi",1,NO,67000.0,35.0,1986,67000.0,65.8125064,29.3379572,787 km,8 hours 40 mins,2024-07-08,2024-08-05
"Niskavaarantie 25 B, Poussu, Kuusamo",https://www.etuovi.com/kohde/577245,"Tupa, keittokomero, makuualkovi ja parvi",1,NO,55000.0,35.0,1986,55000.0,65.8125064,29.3379572,787 km,8 hours 40 mins,2024-07-08,2024-08-05
"Pyöräniementie 54, Pyhäniemi, Hollola",https://www.etuovi.com/kohde/577379,"Oh / tupak, 2mh",3,NO,295000.0,58.0,1969,295000.0,61.07939200000001,25.536545,116 km,1 hour 27 mins,2024-07-08,2024-08-05
"Koskentie 32 C, Kauppila, Kangasniemi",https://www.etuovi.com/kohde/577008,"2h, kt",2,NO,123000.0,37.5,,123000.0,61.9880948,26.6419317,240 km,2 hours 36 mins,2024-07-08,2024-08-05
"Kaitalantie 547 B, Vuolenkoski/Mankala, Iitti",https://www.etuovi.com/kohde/80354728,"2h, k, 2mh aitta, saunamökki, terassi, varasto, puucee.",4,NO,108000.0,28.0,1983,108000.0,61.03697500000001,26.211951,144 km,1 hour 41 mins,2024-07-08,2024-08-05
"Kasesniementie 155, Uuttana, Koskenpää, Jämsä",https://www.etuovi.com/kohde/20951181,"Tupa, kk, alkovi, rantasauna, aitta",2,NO,109000.0,25.0,1970,109000.0,62.0714323,25.0087844,251 km,3 hours 9 mins,2024-07-08,2024-08-05
"Reuhkajärventie 10 B, Sotkuma, Polvijärvi",https://www.etuovi.com/kohde/w34637,3h + k + kph + parvi,3,YES,265000.0,64.0,2006,265000.0,62.7446494,29.4714168,423 km,4 hours 41 mins,2024-07-08,2024-08-05
"Ranta-Ahontie 54 D, Pylkönmäki, Saarijärvi",https://www.etuovi.com/kohde/80360392,"tupa, kk, alkovi",1,NO,75000.0,31.5,1990,75000.0,62.76705930000001,24.8469124,356 km,4 hours 2 mins,2024-07-08,2024-08-05
"Janhossaarentie, Saksalansaari, Hankasalmi",https://www.etuovi.com/kohde/576965,2mh + tupakeittiö + kph,2,NO,89000.0,50.0,1994,89000.0,62.5175406,26.2125959,308 km,3 hours 31 mins,2024-07-08,2024-08-05
"Kaukajärventie 1, Sisättö, Ikaalinen",https://www.etuovi.com/kohde/69933237,"Tupa, 2mh, k, pukuhuone, sauna, terassi",3,NO,98000.0,50.0,1975,98000.0,61.8367313,23.3898452,234 km,2 hours 37 mins,2024-07-08,2024-08-05
"Hyypiänniementie 178 B, Keskusta, Enonkoski",https://www.etuovi.com/kohde/577177,"1h, kk, s, ph",1,NO,39000.0,27.5,1985,39000.0,62.09934999999999,28.89380299999999,360 km,4 hours 2 mins,2024-07-08,2024-08-05
"Kassasentie 4b, Huutokoski, Joroinen",https://www.etuovi.com/kohde/w34494,"3h, k, rt, kh, s",3,NO,169000.0,83.0,1984,169000.0,62.23619240000001,27.6213566,308 km,3 hours 20 mins,2024-07-08,2024-08-05
"Ullanrinne 18 A, Kylpylä, Ikaalinen",https://www.etuovi.com/kohde/34730034,"tupak, 2h, kph, s, terassi",,YES,39000.0,50.0,2002,39000.0,61.7811205,23.0097834,233 km,2 hours 26 mins,2024-07-08,2024-08-05
"Karkuniementie 175, Riistavesi, Kuopio",https://www.etuovi.com/kohde/577267,"tupak, parvi",1,NO,119000.0,43.5,2011,119000.0,62.8847548,28.0922663,422 km,4 hours 34 mins,2024-07-08,2024-08-05
"Keljosniementie 21A, Ruvaslahti, Polvijärvi",https://www.etuovi.com/kohde/21728303,2h + tupak. + s,,YES,120000.0,56.0,1996,120000.0,62.97404839999999,29.57141949999999,456 km,5 hours 10 mins,2024-07-08,2024-08-05
"Lammasojantie 54, Hauhon Pappila, Hämeenlinna",https://www.etuovi.com/kohde/21418051,"tupa, kk, 2 mh, pukuh, sauna",4,YES,237000.0,63.0,1970,237000.0,61.1576077,24.4936818,119 km,1 hour 23 mins,2024-07-08,2024-08-05
"Lauttajoentie 121, Lauttajärvi, Mänttä-Vilppula",https://www.etuovi.com/kohde/20563939,"Tupa, keittiö, makuuhuone, terassi",,YES,189000.0,39.0,1993,189000.0,62.03597629999999,24.5608118,257 km,2 hours 46 mins,2024-07-08,2024-08-05
"Kissaniementie 29, Äijälä, Laukaa",https://www.etuovi.com/kohde/21551861,"huone, keittosyvennys, kylpyhuone ja vintti",,NO,165000.0,29.0,2009,165000.0,62.47476319999999,26.1206133,298 km,3 hours 25 mins,2024-07-08,2024-08-05
"Ranta-ahonpolku 17 , Vehkoo, Multia",https://www.etuovi.com/kohde/w34466,tupak + 2 mh + 2 pukuh + s + kuisti + terassi,3,NO,85000.0,55.0,1979,89000.0,62.50853900000001,24.711554,317 km,3 hours 32 mins,2024-07-08,2024-08-05
"Porraslammentie 269, Kuortane",https://www.etuovi.com/kohde/576561,2h + k + parvi,2,NO,89000.0,40.0,1982,99000.0,62.8782509,23.5186472,347 km,3 hours 51 mins,2024-07-08,2024-08-05
"Kotsaari, Hattula",https://www.etuovi.com/kohde/62538740,"tupak, ma, terassi, s",2,YES,99000.0,,,99000.0,60.989643,24.17530766026936,115 km,1 hour 22 mins,2024-07-08,2024-08-05
"Palomäentie 315, Maavesi, Joroinen",https://www.etuovi.com/kohde/1368871,"tupakeittiö, 2 mh, khh, ph, sauna",3,NO,174000.0,70.0,2003,174000.0,62.2245091,27.524113,318 km,3 hours 30 mins,2024-07-08,2024-08-05
"Kivirannantie19, Vesanto, Vesanto",https://www.etuovi.com/kohde/55147721,"2 mh, tupa, k, s, pkh, kuisti",3,NO,62500.0,,1976,62500.0,62.9303555,26.4092923,362 km,4 hours 9 mins,2024-07-08,2024-08-05
"Vääräsaari 36, 77700 Rautalampi, Rautalampi",https://www.etuovi.com/kohde/57701092,"tupak, 2 mh, s",3,NO,79000.0,43.0,1986,79000.0,62.58730910000001,26.6013639,314 km,3 hours 43 mins,2024-07-08,2024-08-05
"Kupintie 152, Aitolahti, Tampere",https://www.etuovi.com/kohde/80017198,3h + k + ph / wc + vh + iso parvi + autovaja + rantasauna,3,NO,285000.0,70.0,1983,285000.0,61.5564163,23.8061965,193 km,2 hours 6 mins,2024-07-08,2024-08-05
"Järvikulmantie 568e, Lassila, Pori",https://www.etuovi.com/kohde/80358777,2mh + tupa + kk + terassi,3,NO,97000.0,33.0,1990,97000.0,61.6195888,22.215967,263 km,3 hours 1 min,2024-07-08,2024-08-05
"Haimilankangas 38, Anjala, Luumäki",https://www.etuovi.com/kohde/20584728,3h + k + parvi + aitta + rantasauna,3,YES,243000.0,79.0,2009,243000.0,60.941029,27.676308,190 km,2 hours 9 mins,2024-07-08,2024-08-05
"Peltoniementie 61, Peränne, Ähtäri",https://www.etuovi.com/kohde/20835992,5h + tupak + khh + ph + s + wc,,YES,239000.0,98.0,2011,239000.0,62.499413,24.013603,312 km,3 hours 24 mins,2024-07-08,2024-08-05
"Selkä-Kumpu 2, Julkula, Kuopio",https://www.etuovi.com/kohde/1354610,"2h, k, s, pukuhuone",2,NO,33000.0,50.6,1967,33000.0,62.95456950000001,27.6147958,391 km,4 hours 12 mins,2024-07-08,2024-08-05
"Lamminniementie 202 34800 Virrat, Kurjenkylä, Virrat",https://www.etuovi.com/kohde/w34273,tupakeittiö + 2makuusoppea + et,1,NO,76000.0,38.0,1971,76000.0,62.24090479999999,23.7701706,276 km,3 hours 2 mins,2024-07-08,2024-08-05
"Mäntyniementie 3 B , Puolanka, Vihajärvi, Puolanka",https://www.etuovi.com/kohde/49528284,"tupak, mh kph, wc, yläkerta, terassi, parveke",3,YES,158000.0,73.5,2007,158000.0,64.7961582,27.6669048,644 km,7 hours 13 mins,2024-07-08,2024-08-05
"Lohilahdentie 1551, Sulkava",https://www.etuovi.com/kohde/1370330,"tupa, pukuhuone, sauna",1,NO,95000.0,19.4,2024,95000.0,61.6344636,28.656328937435227,313 km,3 hours 32 mins,2024-07-08,2024-08-05
"Sorronniementie 64, Kisko, Salo",https://www.etuovi.com/kohde/80360197,"5h, k, rt, khh, ph, wc, s, tk",5,NO,319000.0,115.0,2008,365000.0,60.2166116,23.5086892,112 km,1 hour 27 mins,2024-07-08,2024-08-05
"Koirakiventie 147, Mäntyharju",https://www.etuovi.com/kohde/65893392,"Tupa, k, rt, 3 x mh, kph / wc, tk, terassi, parveke + rantasauna",4,YES,299000.0,91.0,,299000.0,61.43086625,26.642132456650025,178 km,1 hour 49 mins,2024-07-08,2024-08-05
"Lavalahdentie 10, Outokumpu",https://www.etuovi.com/kohde/576393,"2mh, oh, tupak, s, wc / ph, kuisti",3,NO,94000.0,69.0,1983,94000.0,62.7356908,29.2007697,426 km,4 hours 47 mins,2024-07-08,2024-08-05
"Pankakaari 18, Mäntyharju",https://www.etuovi.com/kohde/49937130,"Tupa, kk, 2mh, ter + rantasauna",3,NO,165000.0,32.0,1989,165000.0,61.34745805,26.58793981287993,177 km,2 hours 1 min,2024-07-08,2024-08-05
"Tonttulahdentie 67, Lepsala, Hartola",https://www.etuovi.com/kohde/20283258,"tupak., pukuh., ph, s, kuisti",,NO,115000.0,31.0,,118500.0,61.4234033,26.1835986,161 km,1 hour 45 mins,2024-07-08,2024-08-05
"Lakarintie 315, Siekkiskylä, Virrat",https://www.etuovi.com/kohde/w33999,2h + k + katettu väliterassi,2,NO,122000.0,40.0,1965,122000.0,62.21621,23.8344867,272 km,3 hours 0 mins,2024-07-08,2024-08-05
"Rötsänniementie 145, Sulkava",https://www.etuovi.com/kohde/1369355,"1h, tupa, kk, s",2,NO,109000.0,64.0,1993,109000.0,61.8300631,28.163907,292 km,3 hours 13 mins,2024-07-08,2024-08-05
"Miekkatie 30, Iisvesi, Suonenjoki",https://www.etuovi.com/kohde/n78643,Etsitkö ok-taloa tai loma-taloa ”järven rannalta” vai rantaviivasta? Tämän lähemmäksi ei pääse. Tarjolla etelä - länsi -rannalla ok-talo / huvila aivan rantaviivassa + erillistalo 30 m rannasta. Molemmat pientalot soveltuvat ympärivuotiseen käyttöön.,6,YES,335000.0,125.0,2011,335000.0,62.69039960000001,26.9423318,339 km,3 hours 47 mins,2024-07-08,2024-08-05
"Niinimaantie 628, SYDÄNMAA (405), Alavus",https://www.etuovi.com/kohde/21904862,tupakeittiö + mh + katettu terassi,,NO,84000.0,30.0,,84000.0,62.64337210000001,23.4136003,328 km,3 hours 39 mins,2024-07-08,2024-08-05
"Melavedentie 359, Riistavesi, Kuopio",https://www.etuovi.com/kohde/1370130,"3h, k",3,NO,79800.0,53.0,1984,79800.0,62.9199781,28.1600795,420 km,4 hours 34 mins,2024-07-08,2024-08-05
"hietalahdentie 136, Saarenranta, vaala",https://www.etuovi.com/kohde/w33976,"tupakeittiö, makuuhuone, wc ja sauna",,YES,148900.0,75.0,1992,148900.0,64.391288,26.757273,589 km,6 hours 26 mins,2024-07-08,2024-08-05
"Mulliniementie, Väärinmaja, Ruovesi",https://www.etuovi.com/kohde/577470,"Tupak, makuutila, parvi, pkh, ph, s",2,NO,185000.0,38.0,1994,185000.0,61.9832417,24.2228823,250 km,2 hours 46 mins,2024-07-08,2024-08-05
"Lamminsaari, Vaskivesi, Virrat",https://www.etuovi.com/kohde/577444,"Tupa, kk, mh, parvi",2,NO,120000.0,30.0,1994,120000.0,62.16126959999999,23.7263814,281 km,3 hours 12 mins,2024-07-08,2024-08-05
