address,url,description,rooms,winterized,price,surface,year,original_price,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Hyytsaarentie 151, Hyytsaari, Rääkkylä",https://www.etuovi.com/kohde/20100019,"tupa, 2 kammaria",2,NO,69000.0,50.0,,69000.0,62.3495904,29.6050032,430 km,4 hours 51 mins,2024-08-05,2024-08-05
"Luuslahdentie 127, Koikkala, Juva",https://www.etuovi.com/kohde/45784977,"tupak, 2h, s, kph, wc, terassi",3,YES,190000.0,63.0,1985,190000.0,61.75573799999999,27.912063,278 km,2 hours 56 mins,2024-08-05,2024-08-05
"Majaranta 27, Palokka, Jyväskylä",https://www.etuovi.com/kohde/581373,tupa + sauna,1,NO,64000.0,32.0,1967,64000.0,62.33734279999999,25.8234034,272 km,2 hours 59 mins,2024-08-05,2024-08-05
"Hirvijärventie 134-14, Hirviperä, Parkano",https://www.etuovi.com/kohde/33158072,tupakeittiö + makuutila,,NO,37000.0,30.0,2011,37000.0,62.0805477,23.2415578,270 km,3 hours 0 mins,2024-08-05,2024-08-05
"Pohjoinen Selkäsaari, Puulan saaristo, Hirvensalmi",https://www.etuovi.com/kohde/20122064,Tupa + keittiö + 2 makuuhuonetta + parvi + 2 kuistia + parveke,3,NO,150000.0,64.7,2001,150000.0,61.642607,26.773174,212 km,2 hours 15 mins,2024-08-05,2024-08-05
"Lomanotko 38, Mustio, Raasepori",https://www.etuovi.com/kohde/21560489,"2h, kk, parvi + saunamökki + aitta",2,NO,126000.0,38.0,1992,126000.0,60.194094,23.8296959,89.9 km,1 hour 8 mins,2024-08-05,2024-08-05
"Kaitaantie 92, Kaitaa, Kangasala",https://www.etuovi.com/kohde/21921043,Oh + k + mh + parvi + kph + s + tk + wc,3,NO,398000.0,80.0,1990,398000.0,61.4949051,24.1821419,161 km,1 hour 48 mins,2024-08-05,2024-08-05
"Liikolantie 75, Maakeski, Padasjoki",https://www.etuovi.com/kohde/21418240,"Oh, avokeittiö, 2mh, wc, khh, ph / s, parvi, parveke, lasitettu terassi + rantasauna ja vierashuone + autotalli ja varasto + kesäkeittiö",3,YES,595000.0,80.0,2008,595000.0,61.3155144,25.409356,152 km,1 hour 46 mins,2024-08-05,2024-08-05
"Halmeniementie 291, Juva",https://www.etuovi.com/kohde/1370676,"Tupa, kk, mh, terassi, sauna, pukuh",2,NO,59000.0,62.0,1968,69000.0,61.9804707,27.4199939,265 km,2 hours 52 mins,2024-07-08,2024-08-05
"Kylliäisjärventie 100 B, Perä-Mankala, Iitti",https://www.etuovi.com/kohde/80367626,1h + alkovi,1,NO,57000.0,30.0,,57000.0,61.01373570000001,26.2158782,148 km,1 hour 43 mins,2024-08-05,2024-08-05
"Tallitie 67, Vaajasalmi, Rautalampi",https://www.etuovi.com/kohde/1374351,"tk, oh, mh, s",2,NO,65000.0,68.0,1971,65000.0,62.68329259999999,26.8924424,349 km,3 hours 53 mins,2024-08-05,2024-08-05
"Eerikkalantie 80 ja 82, Tervo",https://www.etuovi.com/kohde/580389,"4h, k, s + 4h, k, s",6,NO,199000.0,160.0,1998,229000.0,62.9425795,26.7682035,380 km,4 hours 19 mins,2024-07-16,2024-08-05
"Ruhantie 233, Tervakoski, Janakkala",https://www.etuovi.com/kohde/21231393,"Päämökki, vierasmökki, saunarakennus, talousrakennus",6,YES,299000.0,104.0,1999,299000.0,60.7893484,24.5985602,79.4 km,54 mins,2024-08-05,2024-08-05
"Kokkolantie 136, Haluna, Kuopio",https://www.etuovi.com/kohde/1374482,"Oh, avokeittiö, rt, 2 mh, kph, s, wc ja eteinen",3,NO,170000.0,79.0,1994,170000.0,63.20889979999999,27.9292931,431 km,4 hours 34 mins,2024-08-05,2024-08-05
"Maaherrantie 40 g, Härkinvaara, Liperi",https://www.etuovi.com/kohde/80367325,tupa + pukuh + s,1,NO,54000.0,31.0,1995,54000.0,62.6921329,29.5420271,429 km,4 hours 38 mins,2024-08-05,2024-08-05
"Sutolanmäentie 51, Saukkola, Jyväskylä",https://www.etuovi.com/kohde/1374291,"1h, avok, s, pkh",1,NO,79000.0,28.0,1974,79000.0,62.177921,25.485313,270 km,3 hours 3 mins,2024-08-05,2024-08-05
"Kyynäräjärventie 222, Kruusila, Salo",https://www.etuovi.com/kohde/80367679,tupa + keittiö + mh + alkovi + terassi + aitta,,NO,126000.0,59.0,,126000.0,60.4009076,23.4493026,102 km,1 hour 7 mins,2024-08-05,2024-08-05
"Pahalahdenpolku 9-1, Kisko, Salo",https://www.etuovi.com/kohde/581847,"Tupa, keittiö, 2mh, varasto, eteinen",3,NO,285000.0,60.0,1975,285000.0,60.2249914,23.5225296,106 km,1 hour 19 mins,2024-08-05,2024-08-05
"Auerlahdentie 225, Mannila, Kangasniemi",https://www.etuovi.com/kohde/1374251,"tupakeittiö, parvi, sauna, pukuhuone",1,NO,139000.0,30.0,1987,139000.0,61.9273457,26.6113912,251 km,2 hours 47 mins,2024-08-05,2024-08-05
"Järvisentie 18, Mutala, Ylöjärvi",https://www.etuovi.com/kohde/21369457,"Päärakennus, oh, keittiö, 2-(3)mh, ruokailuhuone + wc",,NO,200000.0,67.0,1972,200000.0,61.6482554,23.6557438,209 km,2 hours 11 mins,2024-08-05,2024-08-05
"Niskajärvenpolku 95A, Jaala, Kouvola",https://www.etuovi.com/kohde/21648617,"Päämökki: mh, oh, k, s, ph Vierasmökki: oh, 2Xmh Kaksi erillistä vajaa ja huussi.",4,YES,249000.0,60.0,1973,249000.0,61.14134000000001,26.664427,181 km,2 hours 14 mins,2024-08-05,2024-08-05
"Kauhajoentie 293, Jurva, Kurikka",https://www.etuovi.com/kohde/1374393,"3h, kk, pukuhuone, sauna, terassi",3,NO,70000.0,37.0,1987,70000.0,62.6770767,21.9802643,367 km,3 hours 59 mins,2024-08-05,2024-08-05
"Sarkalahdentie 86, Kosola, Savonlinna",https://www.etuovi.com/kohde/w48494,2h + kk + var + wc,2,NO,156000.0,44.0,,156000.0,61.71774790000001,29.1205905,358 km,4 hours 0 mins,2024-08-05,2024-08-05
"Karkiantie 991, Huuhkala, Puumala",https://www.etuovi.com/kohde/80367563,Tupa + k,1,NO,64000.0,28.0,1968,64000.0,61.44773799999999,28.356297,309 km,3 hours 24 mins,2024-08-05,2024-08-05
"Matalajärventie 213, Kangasala",https://www.etuovi.com/kohde/1373959,"2 mh, tupa, kk + rantasauna",3,NO,157000.0,43.0,1975,157000.0,61.6140441,24.1317335,196 km,2 hours 1 min,2024-08-05,2024-08-05
"Harikorventie 14 B, Romppala, Kontiolahti",https://www.etuovi.com/kohde/21809380,Mökki tai huvila,2,NO,79000.0,35.5,1988,85000.0,63.00061289999999,29.7855725,480 km,5 hours 20 mins,2024-07-08,2024-08-05
"Varsalahdentie 90, Asunta, Multia",https://www.etuovi.com/kohde/w48484,1h + kk + s + ph,1,NO,148000.0,40.0,1995,148000.0,62.3240759,24.9114522,298 km,3 hours 13 mins,2024-08-05,2024-08-05
"Hatunpolku 2, Koli, Lieksa",https://www.etuovi.com/kohde/20458881,3h + k + pkh + kph + s + wc,3,YES,148000.0,79.5,2012,158000.0,63.11375139999999,29.7773671,481 km,5 hours 25 mins,2024-07-08,2024-08-05
"Niemimäentie 72, Smedsby, Raasepori",https://www.etuovi.com/kohde/20831400,1h,,NO,237000.0,18.0,1949,245000.0,59.9741481,23.4375803,111 km,1 hour 22 mins,2024-07-08,2024-08-05
"Siikasaarentie 217, Kerimäki, Savonlinna",https://www.etuovi.com/kohde/1369812,"1h, makuualkovi, k, kph / wc, saunamökki",1,NO,119000.0,42.0,2012,129000.0,62.0687313,29.1906429,370 km,4 hours 12 mins,2024-07-08,2024-08-05
"Suuruspääntie 69, Lepsala, Hartola",https://www.etuovi.com/kohde/581261,"2h, k, wc, vh, psh, s, var, terassi",2,NO,120000.0,74.0,1986,120000.0,61.44589569999999,26.1970042,164 km,1 hour 45 mins,2024-08-05,2024-08-05
"Kiveliöntie 85, Joentaka / Pitkäjärvi, Loppi",https://www.etuovi.com/kohde/80367524,"3h(-4h), k / khh / ruokatila, 2kph + s / 1h + parvi, kph / s / wc",5,NO,179000.0,100.0,,179000.0,60.69436769999999,24.5471277,79.0 km,56 mins,2024-08-05,2024-08-05
"Raudanpolku 36, Hillosensalmi (Valkeala), Kouvola",https://www.etuovi.com/kohde/582005,"3mh, tupa, tupakeittiö, et, wc / khh, rantasauna, varasto, autokatos, laavu",5,NO,249000.0,78.5,1985,249000.0,60.94282430000001,26.8008999,147 km,1 hour 40 mins,2024-08-05,2024-08-05
"Saunajärventie 19 A, Outokumpu",https://www.etuovi.com/kohde/579223,"tupa, alkovi",1,NO,98000.0,43.5,1980,108000.0,62.7618957,28.9142378,423 km,4 hours 45 mins,2024-07-08,2024-08-05
"Petäjänniementie 333c, Petäjänniemi, Puumala",https://www.etuovi.com/kohde/80367192,Tupa + k + mh,2,NO,158000.0,33.0,1983,158000.0,61.55052490000001,28.3777925,316 km,3 hours 32 mins,2024-08-05,2024-08-05
"Kaukalonkaarre 13, Keihärinkoski, Viitasaari",https://www.etuovi.com/kohde/21005887,"Tupa, kk, mh, ph, s, terassi",,NO,79000.0,68.0,,79000.0,63.11271250000001,25.5618045,378 km,4 hours 6 mins,2024-08-05,2024-08-05
"Luha-ahontie 126, Lokakylä, Kivijärvi",https://www.etuovi.com/kohde/20584017,"2h, k, ph, vh, parvi",3,YES,219000.0,56.0,2004,219000.0,63.1273364,25.2412017,386 km,4 hours 21 mins,2024-08-05,2024-08-05
"Katinsaarentie 5b, Kunnasniemi, Kontiolahti",https://www.etuovi.com/kohde/20418073,"2mh, tupakeittiö, kph, 2x var, rant. sauna, aitta",,YES,139000.0,52.0,1983,149000.0,62.78080959999999,29.58599379999999,435 km,4 hours 55 mins,2024-07-08,2024-08-05
"Piranniementie 137 B, Vihi, Rääkkylä",https://www.etuovi.com/kohde/21276295,"tupa, keittiö, makuuhuone, parvi, pukuhuone, sauna",2,YES,118000.0,38.0,,118000.0,62.3036878,29.9711323,431 km,4 hours 48 mins,2024-08-05,2024-08-05
"Hirvijärventie 14-42, Linnankylä, Kihniö",https://www.etuovi.com/kohde/51012484,"tupakeittiö + s, ",1,NO,45000.0,27.0,1984,45000.0,62.08893329999999,23.2353049,286 km,3 hours 4 mins,2024-08-05,2024-08-05
"Kartuntie 240, Partalansaari, Sulkava",https://www.etuovi.com/kohde/20781952,2h + tupakeittiö + khh + ph + s,4,YES,185000.0,86.0,1995,185000.0,61.6716278,28.4969609,320 km,3 hours 32 mins,2024-08-05,2024-08-05
"Huuhinsaari, Niemelä, Huuhinsaari, Rantasalmi",https://www.etuovi.com/kohde/21508338,"Tupakeittiö, pkh, sauna",,NO,25000.0,27.0,1985,25000.0,62.1064991,28.0644621,306 km,3 hours 21 mins,2024-08-05,2024-08-05
"Kivistönkuja 38, Sammatti, Lohja",https://www.etuovi.com/kohde/20696593,"4h, k, kph, 2wc, khh, s, aula, kylmä ullakko",4,YES,870000.0,134.5,2018,870000.0,60.3303508,23.875780766377066,73.6 km,49 mins,2024-08-05,2024-08-05
"Tirkuniementie 76, Kelujärvi, Sodankylä",https://www.etuovi.com/kohde/80366522,"Tupa, makuualakovi, sauna",2,NO,34000.0,,1980,34000.0,67.48228499999999,27.064511,979 km,10 hours 56 mins,2024-08-05,2024-08-05
"Pohjalankilantie 1245, Ilmajärvi, Ruokolahti",https://www.etuovi.com/kohde/20925230,"tupa, keittiö, makuuhuone",2,YES,86000.0,30.0,,86000.0,61.4364392,28.9222433,292 km,3 hours 12 mins,2024-08-05,2024-08-05
"Iso-Reittu 2, Rantakaartila, Savonlinna",https://www.etuovi.com/kohde/20968569,Tupakeittiö + yläkerta + pukuh. + sauna,,NO,55000.0,30.0,,55000.0,61.83045119999999,28.946082,338 km,3 hours 44 mins,2024-08-05,2024-08-05
"Mutaniementie 93, Konnevesi, Konnevesi",https://www.etuovi.com/kohde/80349336,"Oh, 2mh, keittiö, kh / wc, yläkerran parvi, tekninen tila, varasto",4,NO,369000.0,100.0,2002,398000.0,62.4889106,26.1987701,307 km,3 hours 36 mins,2024-07-08,2024-08-05
"Ansiolahdentie 112, Kasiniemi, Padasjoki",https://www.etuovi.com/kohde/582094,"tupa, k, 3 mh, aulatila, ph, s, wc-tila, parvi, kuisti",4,NO,195000.0,96.0,1996,195000.0,61.4577447,24.935167,173 km,2 hours 8 mins,2024-08-05,2024-08-05
"Laajalahdentie 11 D, Kynsiniemi, Nurmes",https://www.etuovi.com/kohde/581672,"Tupakeittiö, 2mh, ph, s, wc",3,NO,159000.0,62.0,2001,159000.0,63.46124330000001,29.1698573,523 km,5 hours 38 mins,2024-08-05,2024-08-05
"Säikääntie 418, Kaukola, Kuhmoinen",https://www.etuovi.com/kohde/581599,"Tupa, mh, kk, terassi",2,NO,100000.0,26.0,1972,100000.0,61.6670263,25.1309426,199 km,2 hours 23 mins,2024-08-05,2024-08-05
"Koskiniementie 205, Reinikkala, Kangasniemi",https://www.etuovi.com/kohde/580711,"4h, k, kph, wc",4,NO,187000.0,87.0,2010,187000.0,62.0075251,26.735476,248 km,2 hours 43 mins,2024-08-05,2024-08-05
"Mouruniementie 58, Jumisko, Posio",https://www.etuovi.com/kohde/21349548,"Tupak, mh, ph, s, parvi",,NO,92000.0,57.0,2008,92000.0,66.3516413,28.1921299,854 km,9 hours 36 mins,2024-08-05,2024-08-05
"Lohirannantie 119c, Lohiranta, Posio",https://www.etuovi.com/kohde/w48296,1h + tupak + var + s + aitta,1,YES,59000.0,23.4,1999,59000.0,66.0413613,28.6501527,833 km,9 hours 0 mins,2024-08-05,2024-08-05
"Sompasaarentie 2 A, Sompasaari, Heinävesi",https://www.etuovi.com/kohde/575797,"tupa, 2h, kph, et",2,NO,90000.0,72.0,1903,110000.0,62.3206876,28.6060532,359 km,4 hours 5 mins,2024-07-08,2024-08-05
"Kuusirannantie 46 B, Sumiainen, Äänekoski",https://www.etuovi.com/kohde/581423,"1h, alkovi kk",1,NO,99000.0,26.0,1985,99000.0,62.73782,25.97984,339 km,3 hours 41 mins,2024-08-05,2024-08-05
"Ruhantie 282, Tervakoski, Janakkala",https://www.etuovi.com/kohde/20520067,"Mökki tai huvila, rantasauna",3,YES,219000.0,92.4,,219000.0,60.7893484,24.5985602,79.4 km,54 mins,2024-08-05,2024-08-05
"Kettulantie 42, Virmaila, Padasjoki",https://www.etuovi.com/kohde/20469583,"Tupak, 2mh, 2wc, kph, s",,YES,425000.0,85.0,,425000.0,61.418209,25.3311465,170 km,1 hour 59 mins,2024-08-05,2024-08-05
"Ylähuuhintie 254, Savonranta, Savonlinna",https://www.etuovi.com/kohde/1374644,"tupa, pkh, sauna",1,NO,35000.0,24.0,1972,35000.0,62.2262027,29.0504199,399 km,4 hours 23 mins,2024-08-05,2024-08-05
"Tammiontie 70, Vohdensaari, Uusikaupunki",https://www.etuovi.com/kohde/20671321,2h + k + wc + parvi,2,YES,280000.0,94.5,2010,280000.0,60.8249922,21.3374329,255 km,2 hours 50 mins,2024-08-05,2024-08-05
"Pohjaniementie 556, Kangasniemi",https://www.etuovi.com/kohde/1373686,"2h, kk, s",2,NO,119000.0,48.0,1984,119000.0,61.9090873,26.97337809842381,266 km,2 hours 53 mins,2024-08-05,2024-08-05
"Jousniementie 42, Konginkangas, Äänekoski",https://www.etuovi.com/kohde/21961801,"2 huvilaa, rantasauna, kota ja varasto",5,NO,98000.0,63.0,1993,98000.0,62.795523,25.917767,338 km,3 hours 43 mins,2024-08-05,2024-08-05
"Valkealuomentie 759, Haavisto, Jämsä",https://www.etuovi.com/kohde/21962554,"Keittiö + 6 h + sauna x 2 + eteinen + matkailuauton autotalli (64m2) + varasto (6,5m2)",6,YES,299000.0,116.8,1942,299000.0,62.03793159999999,25.0289152,243 km,2 hours 55 mins,2024-08-05,2024-08-05
"Hautasaari, Lappeenranta",https://www.etuovi.com/kohde/80367324,Mökki tai huvila,,NO,79000.0,25.0,2017,79000.0,61.12297345,28.291720752770537,236 km,2 hours 40 mins,2024-08-05,2024-08-05
"Valkeisniementie 70c, Pirttimäki, Enonkoski",https://www.etuovi.com/kohde/21882552,3h + parvitila + k + ph / wc + s,4,NO,165000.0,72.0,2010,165000.0,62.174224,28.901904,405 km,4 hours 30 mins,2024-08-05,2024-08-05
"Vähä Suojärventie 276, Pihlajavesi, Keuruu",https://www.etuovi.com/kohde/582035,"Tupa, keittiö, makuuhuone, parvi, sauna",2,NO,110000.0,46.0,,110000.0,62.4465198,24.3421024,309 km,3 hours 29 mins,2024-08-05,2024-08-05
"Soukonlahdentie 65, Väärinmaja, Ruovesi",https://www.etuovi.com/kohde/20947559,"3h, k, khh / kph, vh, wc, parvi",3,YES,449000.0,70.0,2014,449000.0,61.98718179999999,24.216868,250 km,2 hours 43 mins,2024-08-05,2024-08-05
"Mustajärventie 9, Vuotunki, Kuusamo",https://www.etuovi.com/kohde/580837,"tupa, kk, kph, s",1,NO,69000.0,40.7,1979,69000.0,66.2224021,29.73420459999999,848 km,9 hours 19 mins,2024-08-05,2024-08-05
"Honkarannantie 36, Sorkka, Rauma",https://www.etuovi.com/kohde/578542,"Huone ja keittiö, sauna ja pukuhuone. Ulkorakennuksessa kesähuone. Kellari.",1,NO,88000.0,30.0,1958,108000.0,61.170091,21.5633632,264 km,2 hours 55 mins,2024-07-08,2024-08-05
"Kaimäenpolku 32, Äitsaari, Ruokolahti",https://www.etuovi.com/kohde/80366566,3h + k + khh + s + psh + wc.Lisäksi kaksi erillistä mh piharakennuksessa,3,NO,320000.0,83.0,2016,320000.0,61.29088679999999,28.7064371,286 km,3 hours 12 mins,2024-08-05,2024-08-05
"Väliperäntie 153, Soini",https://www.etuovi.com/kohde/581879,2mh + k + oh,2,NO,145000.0,45.5,1970,145000.0,62.8391061,24.37117,364 km,4 hours 3 mins,2024-08-05,2024-08-05
"Rokansalontie 1242B, Rokansalo, Puumala",https://www.etuovi.com/kohde/20905344,"4h, k, wc, parveke, lasitettu terassi",4,NO,375000.0,87.0,1996,375000.0,61.5019094,28.0432358,287 km,3 hours 9 mins,2024-08-05,2024-08-05
"Aittorannantie 24, Riistavesi, Kuopio",https://www.etuovi.com/kohde/w47962,"tupakx2, + ma + s + vh",2,NO,78000.0,55.0,1975,78000.0,62.9220838,28.1117389,418 km,4 hours 24 mins,2024-08-05,2024-08-05
"Valkamalahdentie 18, Tahkovuori, Kuopio",https://www.etuovi.com/kohde/1373845,"Tupakeittiö, kph / wc, sauna, mh, yläaula + parveke",3,NO,335000.0,60.5,1992,335000.0,63.29525040000001,28.0491767,446 km,4 hours 48 mins,2024-08-05,2024-08-05
"Kiviniemi 10 A, Papelonsaari, Liperi",https://www.etuovi.com/kohde/80367030,tupak + pkh + s + yläk,2,NO,80000.0,44.0,1975,80000.0,62.5727452,29.3584931,415 km,4 hours 27 mins,2024-08-05,2024-08-05
"Lahnakuja 22, Kokemäki",https://www.etuovi.com/kohde/35217880,"2h, kk, s, terassi",2,NO,65000.0,36.0,,65000.0,61.38979025,22.309697521242565,226 km,2 hours 43 mins,2024-08-05,2024-08-05
"Laakasalontie 66, Räyskälä, Loppi",https://www.etuovi.com/kohde/80366330,Mökki tai huvila,,NO,588000.0,,2010,588000.0,60.7358291,24.1710247,99.3 km,1 hour 8 mins,2024-08-05,2024-08-05
"Matoperäntie 9 A, Koitila, Koitijärvi, Taivalkoski",https://www.etuovi.com/kohde/w47887,"Mökki, rantasauna, varasto-huussi, varasto",2,NO,69000.0,29.7,1967,69000.0,65.64331469999999,28.4479213,765 km,8 hours 26 mins,2024-08-05,2024-08-05
"Lapinsaarentie 101, Isosaari, Iitti",https://www.etuovi.com/kohde/20334279,2mh + oh + k + ruokailut. + wc + kph + s + parvi,3,YES,475000.0,100.0,,475000.0,61.126074,26.138096,140 km,1 hour 37 mins,2024-08-05,2024-08-05
"Kirveslahdentie 37, Laajapohja, Miehikkälä",https://www.etuovi.com/kohde/20829377,Mökki tai huvila,2,NO,250000.0,61.0,,250000.0,60.68508989999999,27.600949,190 km,2 hours 0 mins,2024-08-05,2024-08-05
"Kalliosyrjäntie 133, Vehmersalmi, Kuopio",https://www.etuovi.com/kohde/580744,"Tupa, sauna",1,NO,55000.0,16.0,2003,59000.0,62.7152884,27.9480654,374 km,4 hours 0 mins,2024-08-05,2024-08-05
"Puruntie 246 B, Tuukkala, Hirvensalmi",https://www.etuovi.com/kohde/w47876,2h,2,NO,249900.0,70.0,1976,249900.0,61.7898389,26.522793,223 km,2 hours 39 mins,2024-08-05,2024-08-05
"Uittajantie 35, Öja, Kokkola",https://www.etuovi.com/kohde/80366374,"Vapaa-ajantontti, hirsisaunalla",1,NO,79000.0,,,79000.0,63.8415054,23.1249952,494 km,5 hours 22 mins,2024-08-05,2024-08-05
"Peuralahdentie 64, Hirvensalmi",https://www.etuovi.com/kohde/48835202,"4h, k, s, kph, vh, katettu terassi, ak",4,YES,143000.0,97.0,1978,143000.0,61.6355051,26.7549988,213 km,2 hours 16 mins,2024-08-05,2024-08-05
"Salmioksantie 59, Pihlajavesi, Keuruu",https://www.etuovi.com/kohde/20556069,Tupakeittiö + sauna + parvi + terassit,,YES,125000.0,21.0,2008,125000.0,62.3808561,24.2799308,308 km,3 hours 22 mins,2024-08-05,2024-08-05
"Murtolantie 62 B, Vuokko, Juuka",https://www.etuovi.com/kohde/44949395,tupak + parvitila + sauna,,YES,80000.0,35.0,1986,80000.0,63.4241402,29.0923342,523 km,5 hours 34 mins,2024-08-05,2024-08-05
"Alakitkantie 61b, Ala-Kitka, Virrankylä, Kuusamo",https://www.etuovi.com/kohde/21385897,"Maisemahuvila tupak, 2mh, khh, ph, s, 2wc",,YES,395000.0,104.0,2012,395000.0,66.24173689999999,28.9992153,837 km,9 hours 4 mins,2024-08-05,2024-08-05
"Lahomäentie 27, Sinervämäki, Multia",https://www.etuovi.com/kohde/21391716,Tupakeittiö + 3mh + wc + aula + kh + s + p,4,YES,95000.0,92.0,1984,120000.0,62.3792114,24.8497163,300 km,3 hours 25 mins,2024-07-08,2024-08-05
"Syvälahdentie 125, Hirvensalmi",https://www.etuovi.com/kohde/1373797,"oh, k, erkkeri, 2mh, kph, wc",3,NO,310000.0,84.0,2019,310000.0,61.62246825,26.724689250000004,207 km,2 hours 17 mins,2024-08-05,2024-08-05
"Metsälehmuspolku 20, Puutikkala, Pälkäne",https://www.etuovi.com/kohde/20294156,"3-4h, k, kph, ranta-s, var. / at",4,YES,238000.0,132.0,1952,238000.0,61.2923106,24.6941116,142 km,1 hour 41 mins,2024-08-05,2024-08-05
"Vähä-vesassalon saari, Teisko, Tampere",https://www.etuovi.com/kohde/20277982,"3h, k",3,NO,158000.0,45.0,1988,158000.0,61.7390467,23.7751416,214 km,2 hours 19 mins,2024-08-05,2024-08-05
"Kekkosentie 5, Kopras, Nurmes",https://www.etuovi.com/kohde/62442268,"3h, tupak, terassi",3,NO,55000.0,42.0,1973,55000.0,63.470482,29.3655549,534 km,5 hours 46 mins,2024-08-05,2024-08-05
"Ylätie 270 C, Haapamäki, Keuruu",https://www.etuovi.com/kohde/w47833,5h + k + s + sh + 2wc,5,NO,189000.0,120.0,2012,189000.0,62.27526580000001,24.3415671,292 km,3 hours 9 mins,2024-08-05,2024-08-05
"Pieni-Jänkäsalo 593, Pieni Jänkäsalo, Taipalsaari",https://www.etuovi.com/kohde/21405668,"h, k. sauna, erill.aitta",,NO,118000.0,24.0,2019,118000.0,61.2127873,28.189168,,,2024-08-05,2024-08-05
"Lukkonokantie 96, Ruhala, Ruovesi",https://www.etuovi.com/kohde/580032,"Tupa, k, 2mh, wc / kph, takkah, pukuh, wc, kph, s",4,NO,375000.0,101.0,1999,410000.0,61.9536699,24.120409,238 km,2 hours 35 mins,2024-07-08,2024-08-05
"Karhunpääntie 65, Nummi-Pusula, Lohja",https://www.etuovi.com/kohde/1373693,"tupa, keittiö, pkh, s",1,NO,39000.0,35.0,,39000.0,60.3711793,24.0362862,69.3 km,53 mins,2024-08-05,2024-08-05
"Kelusen Rantatie 127, Muurola, Miehikkälä",https://www.etuovi.com/kohde/581656,"2h, parvi, s, ph",2,NO,115000.0,33.0,2003,115000.0,60.78347350000001,27.6265659,200 km,2 hours 5 mins,2024-08-05,2024-08-05
"Mannilantie (Iso-Mökärän saari) 623, Kangasniemi",https://www.etuovi.com/kohde/1373320,"2h, avok",2,NO,64000.0,36.5,1984,64000.0,61.9880884,26.6419342,241 km,2 hours 34 mins,2024-08-05,2024-08-05
"Vehkasaarentie 15 G, Mikkeli, Ihastjärvi, Mikkeli",https://www.etuovi.com/kohde/66143366,"4h, k, kph, khh, s, wc, kuisti, rantasauna, savusauna",4,NO,370000.0,137.5,1978,370000.0,61.9195842,27.1762657,254 km,2 hours 48 mins,2024-08-05,2024-08-05
"Vekarsalo Saaripaikka, Hurissalo, Puumala",https://www.etuovi.com/kohde/1372111,"Tupa, tupakeittiö, makuunurkkaus",1,NO,188000.0,37.0,1964,188000.0,61.4,27.7,260 km,2 hours 59 mins,2024-08-05,2024-08-05
"Naulasaari, Vanhamäki, Mikkeli",https://www.etuovi.com/kohde/21379830,"4h, k",4,YES,350000.0,137.5,1987,350000.0,61.82408,26.8346615,246 km,2 hours 40 mins,2024-08-05,2024-08-05
"Paakkosentie 16, Kitsi, Lieksa",https://www.etuovi.com/kohde/w47747,1h + tupak,1,NO,48500.0,22.0,2016,48500.0,63.2554003,30.7223426,528 km,5 hours 50 mins,2024-08-05,2024-08-05
"Avokidantie 38, Punkaharju, Savonlinna",https://www.etuovi.com/kohde/20515798,tupak + 2mh + pukuh + s,,NO,84000.0,50.0,1975,99000.0,61.7787733,29.4436802205988,347 km,3 hours 56 mins,2024-07-08,2024-08-05
"Koikkalantie 1615, Koikkala, Juva",https://www.etuovi.com/kohde/80366858,"Tupa + keittokomero + makuuhuone + parvi, 41 m²",,NO,104800.0,41.0,1988,104800.0,61.70685915,27.89495385,285 km,3 hours 4 mins,2024-08-05,2024-08-05
